Year_Display_CN,Day_Display_Eng,Mouth_Display_Eng,Year_Display_Eng,Weekday_Eng,Weekday_CN,Lunar,up,Weather_1,Weather_2,Weather_3,Tip,IsHoliday
丁未羊年,8,July,2027,Thursday,星期四,六月初五,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！,FALSE
丁未羊年,9,July,2027,Friday,星期五,六月初六,我在何地,晴天,陰天,雨天,週末，好好放鬆心情，享受週末時光。,FALSE
丁未羊年,10,July,2027,Saturday,星期六,六月初七,我在何地,晴天,陰天,雨天,週末，約埋班Friend去沙灘或者郊遊。,ture
丁未羊年,11,July,2027,Sunday,星期日,六月初八,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。,ture
丁未羊年,12,July,2027,Monday,星期一,六月初九,我在何地,晴天,陰天,雨天,星期一，Monday Blue係正常嘅，唔好太介懷。,FALSE
丁未羊年,13,July,2027,Tuesday,星期二,六月初十,我在何地,晴天,陰天,雨天,努力工作，為嘅就係下一次嘅請假批准。,FALSE
丁未羊年,14,July,2027,Wednesday,星期三,六月十一,我在何地,晴天,陰天,雨天,【新年新開始】祝各位打工仔今年加薪不加班！,FALSE
丁未羊年,15,July,2027,Thursday,星期四,六月十二,我在何地,晴天,陰天,雨天,今日宜：準時收工。忌：加班。,FALSE
丁未羊年,16,July,2027,Friday,星期五,六月十三,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。,FALSE
丁未羊年,17,July,2027,Saturday,星期六,六月十四,我在何地,晴天,陰天,雨天,週末，約埋班Friend去食Tea或者睇戲。,ture
丁未羊年,18,July,2027,Sunday,星期日,六月十五,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。,ture
丁未羊年,19,July,2027,Monday,星期一,六月十六,我在何地,晴天,陰天,雨天,星期一，繼續為生活打拼。今個星期冇紅日，加油！,FALSE
丁未羊年,20,July,2027,Tuesday,星期二,六月十七,我在何地,晴天,陰天,雨天,大暑前夕，天氣炎熱，出街記得做好防曬。,FALSE
丁未羊年,21,July,2027,Wednesday,星期三,六月十八,我在何地,晴天,陰天,雨天,距離下一個長假仲有一段時間，要學識苦中作樂。,FALSE
丁未羊年,22,July,2027,Thursday,星期四,六月十九,我在何地,晴天,陰天,雨天,今日宜：飲凍飲消暑。忌：喺烈日下暴曬。,FALSE
丁未羊年,23,July,2027,Friday,星期五,六月二十，大暑,我在何地,晴天,陰天,雨天,一年中最熱嘅時期，注意防暑降溫。返工盡量唔好出街。,FALSE
丁未羊年,24,July,2027,Saturday,星期六,六月廿一,我在何地,晴天,陰天,雨天,週末，約埋屋企人去行街Shopping。,ture
丁未羊年,25,July,2027,Sunday,星期日,六月廿二,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下個月就係八月啦！,ture
丁未羊年,26,July,2027,Monday,星期一,六月廿三,我在何地,晴天,陰天,雨天,星期一，Monday Blue正常發揮。,FALSE
丁未羊年,27,July,2027,Tuesday,星期二,六月廿四,我在何地,晴天,陰天,雨天,努力工作，為嘅就係未來嘅假期。望下個Mon嘅假相，加油！,FALSE
丁未羊年,28,July,2027,Wednesday,星期三,六月廿五,我在何地,晴天,陰天,雨天,距離中秋節長假仲有50日！,FALSE
丁未羊年,29,July,2027,Thursday,星期四,六月廿六,我在何地,晴天,陰天,雨天,今日宜：準時收工。忌：OT。,FALSE
丁未羊年,30,July,2027,Friday,星期五,六月廿七,我在何地,晴天,陰天,雨天,聽日就係週末，今晚可以放肆一下。,FALSE
丁未羊年,31,July,2027,Saturday,星期六,六月廿八,我在何地,晴天,陰天,雨天,週末，天氣好適合去行山或者郊遊。,ture
丁未羊年,1,August,2027,Sunday,星期日,六月廿九,我在何地,晴天,陰天,雨天,八月你好！放鬆心情，迎接新一週。,ture
丁未羊年,2,August,2027,Monday,星期一,七月初一,我在何地,晴天,陰天,雨天,星期一，為生活繼續打拼。今個月有中秋節請假Alert！,FALSE
丁未羊年,3,August,2027,Tuesday,星期二,七月初二,我在何地,晴天,陰天,雨天,今日宜：飲杯凍茶獎勵自己。忌：諗起堆積如山嘅工作。,FALSE
丁未羊年,4,August,2027,Wednesday,星期三,七月初三,我在何地,晴天,陰天,雨天,距離中秋假期仲有45日，倒數開始！,FALSE
丁未羊年,5,August,2027,Thursday,星期四,七月初四,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！,FALSE
丁未羊年,6,August,2027,Friday,星期五,七月初五,我在何地,晴天,陰天,雨天,週末，約埋班Friend去食好西。,FALSE
丁未羊年,7,August,2027,Saturday,星期六,七月初六,我在何地,晴天,陰天,雨天,立秋前夕，雖然天氣仲好熱，但早晚開始有微風。,ture
丁未羊年,8,August,2027,Sunday,星期日,七月初七，立秋,我在何地,晴天,陰天,雨天,秋天開始！七夕中國情人節，祝各位打工仔OT少啲，準時拍拖！,ture
丁未羊年,9,August,2027,Monday,星期一,七月初八,我在何地,晴天,陰天,雨天,星期一，準備下星期嘅Workload，加油。,FALSE
丁未羊年,10,August,2027,Tuesday,星期二,七月初九,我在何地,晴天,陰天,雨天,今日宜：飲咖啡提神。忌：同老細講我仲想放假。,FALSE
丁未羊年,11,August,2027,Wednesday,星期三,七月初十,我在何地,晴天,陰天,雨天,聽日又係Happy Friday，時間過得真快！,FALSE
丁未羊年,12,August,2027,Thursday,星期四,七月十一,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。,FALSE
丁未羊年,13,August,2027,Friday,星期五,七月十二,我在何地,晴天,陰天,雨天,週末，約埋屋企人去飲茶。記得唔好睇公事Email！,FALSE
丁未羊年,14,August,2027,Saturday,星期六,七月十三,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下星期有中秋節請假Alert！,ture
丁未羊年,15,August,2027,Sunday,星期日,七月十四,我在何地,晴天,陰天,雨天,Monday Blue正常發揮。距離中秋節仲有33日！,ture
丁未羊年,16,August,2027,Monday,星期一,七月十五，中元節,我在何地,晴天,陰天,雨天,俗稱鬼節。今日宜：早啲返屋企。忌：夜歸OT。,FALSE
丁未羊年,17,August,2027,Tuesday,星期二,七月十六,我在何地,晴天,陰天,雨天,距離中秋假期仲剩一個月，心情開始興奮！,FALSE
丁未羊年,18,August,2027,Wednesday,星期三,七月十七,我在何地,晴天,陰天,雨天,請假Alert：中秋節請1放4行動！今日入紙請9/17！,FALSE
丁未羊年,19,August,2027,Thursday,星期四,七月十八,我在何地,晴天,陰天,雨天,聽日就係週末，今晚可以放肆一下。記得請假！,FALSE
丁未羊年,20,August,2027,Friday,星期五,七月十九,我在何地,晴天,陰天,雨天,週末，開始規劃中秋行程（賞月、燒烤）。,FALSE
丁未羊年,21,August,2027,Saturday,星期六,七月二十,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下星期有重陽請假Alert！,ture
丁未羊年,22,August,2027,Sunday,星期日,七月廿一,我在何地,晴天,陰天,雨天,星期一，Monday Blue正常發揮。距離中秋節仲有26日！,ture
丁未羊年,23,August,2027,Monday,星期一,七月廿二，處暑,我在何地,晴天,陰天,雨天,天氣開始轉涼，早晚出入記得帶件薄褸。,FALSE
丁未羊年,24,August,2027,Tuesday,星期二,七月廿三,我在何地,晴天,陰天,雨天,今日宜：飲珍珠奶茶獎勵自己。忌：急躁發脾氣。,FALSE
丁未羊年,25,August,2027,Wednesday,星期三,七月廿四,我在何地,晴天,陰天,雨天,請假Alert：重陽節請4放10行動！今日入紙請10/4-7！,FALSE
丁未羊年,26,August,2027,Thursday,星期四,七月廿五,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！記得入紙請假！,FALSE
丁未羊年,27,August,2027,Friday,星期五,七月廿六,我在何地,晴天,陰天,雨天,週末，約埋班Friend去行街Shopping。開始諗聖誕假去邊？,FALSE
丁未羊年,28,August,2027,Saturday,星期六,七月廿七,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下個月就係九月中秋節啦！,ture
丁未羊年,29,August,2027,Sunday,星期日,七月廿八,我在何地,晴天,陰天,雨天,星期一，繼續為生活打拼。距離中秋節仲有19日！,ture
丁未羊年,30,August,2027,Monday,星期一,七月廿九,我在何地,晴天,陰天,雨天,努力工作，為嘅就係中秋節嘅大假！,FALSE
丁未羊年,31,August,2027,Tuesday,星期二,七月三十,我在何地,晴天,陰天,雨天,八月最後一日，年假仲剩幾多日？九月長假等緊你！,FALSE
丁未羊年,1,September,2027,Wednesday,星期三,八月初一,我在何地,晴天,陰天,雨天,九月你好！中秋節月正式開始！,FALSE
丁未羊年,2,September,2027,Thursday,星期四,八月初二,我在何地,晴天,陰天,雨天,如果你未入紙請中秋假，你同事已經準備買機票去泰國了。,FALSE
丁未羊年,3,September,2027,Friday,星期五,八月初三,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！,FALSE
丁未羊年,4,September,2027,Saturday,星期六,八月初四,我在何地,晴天,陰天,雨天,週末瞓到自然醒，係打工仔嘅小確幸。,ture
丁未羊年,5,September,2027,Sunday,星期日,八月初五,我在何地,晴天,陰天,雨天,放鬆心情，準備下星期嘅Workload。距離中秋節仲有10日！,ture
丁未羊年,6,September,2027,Monday,星期一,八月初六,我在何地,晴天,陰天,雨天,星期一，Monday Blue正常發揮。距離中秋節仲有9日！,FALSE
丁未羊年,7,September,2027,Tuesday,星期二,八月初七,我在何地,晴天,陰天,雨天,今日宜：飲咖啡提神。忌：同老細講我仲想放假。,FALSE
丁未羊年,8,September,2027,Wednesday,星期三,八月初八，白露,我在何地,晴天,陰天,雨天,八月初八，白露：天氣轉涼，早晚溫差大，小心感冒。,FALSE
丁未羊年,9,September,2027,Thursday,星期四,八月初九,我在何地,晴天,陰天,雨天,今日入紙請假嘅勇士，應該已經獲得HR批准！恭喜！,FALSE
丁未羊年,10,September,2027,Friday,星期五,八月初十,我在何地,晴天,陰天,雨天,教師節：向所有教育工作者say聲Thanks！聽日就係週末！,FALSE
丁未羊年,11,September,2027,Saturday,星期六,八月十一,我在何地,晴天,陰天,雨天,週末，約埋屋企人去食中秋飯。,ture
丁未羊年,12,September,2027,Sunday,星期日,八月十二,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週嘅挑戰。中秋節前夕！,ture
丁未羊年,13,September,2027,Monday,星期一,八月十三,我在何地,晴天,陰天,雨天,今個星期返工嘅唯一目標：交帶好手頭工作！距離中秋節仲剩2日！,FALSE
丁未羊年,14,September,2027,Tuesday,星期二,八月十四,我在何地,晴天,陰天,雨天,迎月夜：老細問起進度，統一回答：放完假返嚟先處理！,FALSE
丁未羊年,15,September,2027,Wednesday,星期三,八月十五,我在何地,晴天,陰天,雨天,八月十五，中秋節：祝大家人月兩團圓，今晚賞月食月餅！,FALSE
丁未羊年,16,September,2027,Thursday,星期四,八月十六,我在何地,晴天,陰天,雨天,公眾假期：中秋節翌日，享受假期，遠離公司Email！,ture
丁未羊年,17,September,2027,Friday,星期五,八月十七,我在何地,晴天,陰天,雨天,請假Day 1：中秋快閃中，連放4日爽歪歪！,FALSE
丁未羊年,18,September,2027,Saturday,星期六,八月十八,我在何地,晴天,陰天,雨天,週末，繼續放假，盡情享受假期！,ture
丁未羊年,19,September,2027,Sunday,星期日,八月十九,我在何地,晴天,陰天,雨天,假期最後一日，今晚早啲瞓養精蓄銳。聽日返工！,ture
丁未羊年,20,September,2027,Monday,星期一,八月二十,我在何地,晴天,陰天,雨天,返工第一日，相信大家都已經充好電，準備迎接挑戰！,FALSE
丁未羊年,21,September,2027,Tuesday,星期二,八月廿一,我在何地,晴天,陰天,雨天,星期一，Monday Blue正常發揮。距離重陽黃金週仲有10日！,FALSE
丁未羊年,22,September,2027,Wednesday,星期三,八月廿二,我在何地,晴天,陰天,雨天,今日宜：飲咖啡提神。忌：同老細講我仲想放假。,FALSE
丁未羊年,23,September,2027,Thursday,星期四,八月廿三，秋分,我在何地,晴天,陰天,雨天,八月廿三，秋分：晝夜平分，之後日子開始轉涼變短。,FALSE
丁未羊年,24,September,2027,Friday,星期五,八月廿四,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。準備迎接10月黃金週！,FALSE
丁未羊年,25,September,2027,Saturday,星期六,八月廿五,我在何地,晴天,陰天,雨天,週末，約埋班Friend去食Tea或者睇戲。,ture
丁未羊年,26,September,2027,Sunday,星期日,八月廿六,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。距離國慶長假仲有5日！,ture
丁未羊年,27,September,2027,Monday,星期一,八月廿七,我在何地,晴天,陰天,雨天,星期一，今個星期返工為嘅就係下星期嘅超級長假！,FALSE
丁未羊年,28,September,2027,Tuesday,星期二,八月廿八,我在何地,晴天,陰天,雨天,努力工作，證明你雖然心思思放假，但仲有利用價值。,FALSE
丁未羊年,29,September,2027,Wednesday,星期三,八月廿九,我在何地,晴天,陰天,雨天,距離國慶重陽超級長假仲有2日，忍住！,FALSE
丁未羊年,30,September,2027,Thursday,星期四,九月初一,我在何地,晴天,陰天,雨天,今日收工就係請4放10嘅大日子！記得扮Out of Office！,FALSE
丁未羊年,1,October,2027,Friday,星期五,九月初二，國慶,我在何地,晴天,陰天,雨天,公眾假期：國慶節！「請4放10」超級黃金週開始！,ture
丁未羊年,2,October,2027,Saturday,星期六,九月初三,我在何地,晴天,陰天,雨天,週末，連放第2日，暫時忘記工作煩惱。,ture
丁未羊年,3,October,2027,Sunday,星期日,九月初四,我在何地,晴天,陰天,雨天,國慶週末，好好享受假期，遠離公司Email！,ture
丁未羊年,4,October,2027,Monday,星期一,九月初五,我在何地,晴天,陰天,雨天,請假Day 1：秋季大遷徙中，請勿打擾。,FALSE
丁未羊年,5,October,2027,Tuesday,星期二,九月初六,我在何地,晴天,陰天,雨天,請假Day 2：繼續Happy，盡情享受黃金週！,FALSE
丁未羊年,6,October,2027,Wednesday,星期三,九月初七,我在何地,晴天,陰天,雨天,請假Day 3：放假放到唔記得今日星期幾？係快樂嘅星期三！,FALSE
丁未羊年,7,October,2027,Thursday,星期四,九月初八,我在何地,晴天,陰天,雨天,請假Day 4：長假結束前夕，準備收心...或者再請多日假！,FALSE
丁未羊年,8,October,2027,Friday,星期五,九月初九，寒露，重陽,我在何地,晴天,陰天,雨天,公眾假期：重陽節快樂！登高望遠，順便睇下邊個同事冇請假返緊工。,ture
丁未羊年,9,October,2027,Saturday,星期六,九月初十,我在何地,晴天,陰天,雨天,週末，假期最後一日，好好享受。聽日返工！,ture
丁未羊年,10,October,2027,Sunday,星期日,九月十一,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。寒露，天氣開始轉涼，注意保暖。,ture
丁未羊年,11,October,2027,Monday,星期一,九月十二,我在何地,晴天,陰天,雨天,返工第一日，相信大家都已經充好電，準備迎接挑戰！,FALSE
丁未羊年,12,October,2027,Tuesday,星期二,九月十三,我在何地,晴天,陰天,雨天,今日宜：飲咖啡提神。忌：同老細講我仲想放假。,FALSE
丁未羊年,13,October,2027,Wednesday,星期三,九月十四,我在何地,晴天,陰天,雨天,距離下一個長假（聖誕）仲有兩個半月！,FALSE
丁未羊年,14,October,2027,Thursday,星期四,九月十五,我在何地,晴天,陰天,雨天,今日宜：準時收工。忌：加班。,FALSE
丁未羊年,15,October,2027,Friday,星期五,九月十六,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。,FALSE
丁未羊年,16,October,2027,Saturday,星期六,九月十七,我在何地,晴天,陰天,雨天,週末，約埋屋企人去飲茶。記得唔好睇公事Email！,ture
丁未羊年,17,October,2027,Sunday,星期日,九月十八,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。今日係世界糧食日。,ture
丁未羊年,18,October,2027,Monday,星期一,九月十九,我在何地,晴天,陰天,雨天,Monday Blue正常發揮。今個星期冇紅日，加油！,FALSE
丁未羊年,19,October,2027,Tuesday,星期二,九月二十,我在何地,晴天,陰天,雨天,努力工作，為嘅就係下一次嘅請假批准。望下個Mon嘅假相，加油！,FALSE
丁未羊年,20,October,2027,Wednesday,星期三,九月廿一,我在何地,晴天,陰天,雨天,距離聖誕節長假仲有66日！,FALSE
丁未羊年,21,October,2027,Thursday,星期四,九月廿二,我在何地,晴天,陰天,雨天,今日宜：飲杯熱茶暖身。忌：急躁發脾氣。,FALSE
丁未羊年,22,October,2027,Friday,星期五,九月廿三,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！,FALSE
丁未羊年,23,October,2027,Saturday,星期六,九月廿四，霜降,我在何地,晴天,陰天,雨天,秋天最後一個節氣，天氣開始凍，記得換季衫。,ture
丁未羊年,24,October,2027,Sunday,星期日,九月廿五,我在何地,晴天,陰天,雨天,週末，天氣好適合去行山或者郊遊。準備迎接十一月！,ture
丁未羊年,25,October,2027,Monday,星期一,九月廿六,我在何地,晴天,陰天,雨天,星期一，繼續為生活打拼。距離聖誕節仲有2個月！,FALSE
丁未羊年,26,October,2027,Tuesday,星期二,九月廿七,我在何地,晴天,陰天,雨天,努力工作，為嘅就係聖誕節嘅大假！,FALSE
丁未羊年,27,October,2027,Wednesday,星期三,九月廿八,我在何地,晴天,陰天,雨天,十月最後幾日，年假仲剩幾多日？,FALSE
丁未羊年,28,October,2027,Thursday,星期四,九月廿九,我在何地,晴天,陰天,雨天,今日宜：準時收工。忌：OT。,FALSE
丁未羊年,29,October,2027,Friday,星期五,十月初一,我在何地,晴天,陰天,雨天,聽日就係週末，今晚可以放肆一下。,FALSE
丁未羊年,30,October,2027,Saturday,星期六,十月初二,我在何地,晴天,陰天,雨天,週末，天氣好適合去行山或者郊遊。,ture
丁未羊年,31,October,2027,Sunday,星期日,十月初三,我在何地,晴天,陰天,雨天,萬聖節：今晚去邊度扮鬼扮馬？小心聽日返工變喪屍。,ture
丁未羊年,1,November,2027,Monday,星期一,十月初四,我在何地,晴天,陰天,雨天,十一月你好！聖誕節月正式開始！準備好請假未？,FALSE
丁未羊年,2,November,2027,Tuesday,星期二,十月初五,我在何地,晴天,陰天,雨天,如果你未入紙請聖誕假，你同事已經準備買機票去歐洲了。,FALSE
丁未羊年,3,November,2027,Wednesday,星期三,十月初六,我在何地,晴天,陰天,雨天,今日宜：辦公室摸魚。忌：太勤力嚇親隔離位。,FALSE
丁未羊年,4,November,2027,Thursday,星期四,十月初七,我在何地,晴天,陰天,雨天,距離聖誕長假仲有51日，忍住！,FALSE
丁未羊年,5,November,2027,Friday,星期五,十月初八,我在何地,晴天,陰天,雨天,本週最後一個工作天，聽日就係週末！,FALSE
丁未羊年,6,November,2027,Saturday,星期六,十月初九,我在何地,晴天,陰天,雨天,週末瞓到自然醒，係打工仔嘅小確幸。,ture
丁未羊年,7,November,2027,Sunday,星期日,十月初九，立冬,我在何地,晴天,陰天,雨天,冬天開始！雖然天氣仲未好凍，但記得注意保暖。,ture
丁未羊年,8,November,2027,Monday,星期一,十月十一,我在何地,晴天,陰天,雨天,準備下今星期嘅Workload，加油。距離聖誕節仲有47日！,FALSE
丁未羊年,9,November,2027,Tuesday,星期二,十月十二,我在何地,晴天,陰天,雨天,今日入紙請假嘅勇士，應該已經獲得HR批准！恭喜！,FALSE
丁未羊年,10,November,2027,Wednesday,星期三,十月十三,我在何地,晴天,陰天,雨天,請假Alert：聖誕跨年「請4放9」行動！今日入紙請12/28-31！,FALSE
丁未羊年,11,November,2027,Thursday,星期四,十月十四,我在何地,晴天,陰天,雨天,聽日就係Happy Friday，今晚可以放肆一下。記得請假！,FALSE
丁未羊年,12,November,2027,Friday,星期五,十月十五,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。距離聖誕節仲有43日！,FALSE
丁未羊年,13,November,2027,Saturday,星期六,十月十六,我在何地,晴天,陰天,雨天,週末，約埋屋企人去食團年飯預演。,ture
丁未羊年,14,November,2027,Sunday,星期日,十月十七,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下星期有聖誕請假最後召集！,ture
丁未羊年,15,November,2027,Monday,星期一,十月十八,我在何地,晴天,陰天,雨天,今個星期返工嘅唯一目標：交帶好手頭工作！距離聖誕節仲剩40日！,FALSE
丁未羊年,16,November,2027,Tuesday,星期二,十月十九,我在何地,晴天,陰天,雨天,聖誕請假死線最後召集！再唔交信就無位飛！,FALSE
丁未羊年,17,November,2027,Wednesday,星期三,十月二十,我在何地,晴天,陰天,雨天,天氣開始凍，返工記得著多件衫。距離聖誕假期仲剩38日！,FALSE
丁未羊年,18,November,2027,Thursday,星期四,十月廿一,我在何地,晴天,陰天,雨天,今日宜：飲咖啡提神。忌：同老細講我仲想放假。,FALSE
丁未羊年,19,November,2027,Friday,星期五,十月廿二,我在何地,晴天,陰天,雨天,聽日就係週末，今晚可以放肆一下。記得入紙請假！,FALSE
丁未羊年,20,November,2027,Saturday,星期六,十月廿三,我在何地,晴天,陰天,雨天,週末，開始規劃聖誕行程（滑雪、睇燈飾）。,ture
丁未羊年,21,November,2027,Sunday,星期日,十月廿四,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下個月就係十二月聖誕月啦！,ture
丁未羊年,22,November,2027,Monday,星期一,十月廿四，小雪,我在何地,晴天,陰天,雨天,天氣轉冷，早晚出入注意保暖。距離聖誕節仲有33日！,FALSE
丁未羊年,23,November,2027,Tuesday,星期二,十月廿六,我在何地,晴天,陰天,雨天,努力工作，為嘅就係聖誕節嘅大假！,FALSE
丁未羊年,24,November,2027,Wednesday,星期三,十月廿七,我在何地,晴天,陰天,雨天,今日宜：準時收工。忌：OT。,FALSE
丁未羊年,25,November,2027,Thursday,星期四,十月廿八,我在何地,晴天,陰天,雨天,感恩節：雖然香港唔放假，但都要感恩有假放！聽日就係Happy Friday！,FALSE
丁未羊年,26,November,2027,Friday,星期五,十月廿九,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。,FALSE
丁未羊年,27,November,2027,Saturday,星期六,十月三十,我在何地,晴天,陰天,雨天,約埋班Friend去食Tea或者睇戲。開始諗出年去邊？,ture
丁未羊年,28,November,2027,Sunday,星期日,十一月初一,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。下個月有除夕請假Alert！,ture
丁未羊年,29,November,2027,Monday,星期一,十一月初二,我在何地,晴天,陰天,雨天,十一月最後兩日，年假仲剩幾多日？距離聖誕節仲有26日！,FALSE
丁未羊年,30,November,2027,Tuesday,星期二,十一月初三,我在何地,晴天,陰天,雨天,如果你仲未入紙請聖誕假，你今年嘅大假就凍過水啦。,FALSE
丁未羊年,1,December,2027,Wednesday,星期三,十一月初四,我在何地,晴天,陰天,雨天,十二月你好！聖誕跨年收爐月正式開始！,FALSE
丁未羊年,2,December,2027,Thursday,星期四,十一月初五,我在何地,晴天,陰天,雨天,如果你仲未入紙請聖誕假，真係要快手啦！,FALSE
丁未羊年,3,December,2027,Friday,星期五,十一月初六,我在何地,晴天,陰天,雨天,今日宜：辦公室摸魚。忌：太勤力嚇親隔離位。,FALSE
丁未羊年,4,December,2027,Saturday,星期六,十一月初七,我在何地,晴天,陰天,雨天,距離聖誕長假仲有21日，忍住！,ture
丁未羊年,5,December,2027,Sunday,星期日,十一月初八,我在何地,晴天,陰天,雨天,週末瞓到自然醒，係打工仔嘅小確幸。,ture
丁未羊年,6,December,2027,Monday,星期一,十一月初九,我在何地,晴天,陰天,雨天,星期一，調整心態，距離聖誕節仲有19日！,FALSE
丁未羊年,7,December,2027,Tuesday,星期二,十一月初九，大雪,我在何地,晴天,陰天,雨天,十一月初九，大雪：天氣轉冷，注意保暖。準備下星期嘅Workload，加油。,FALSE
丁未羊年,8,December,2027,Wednesday,星期三,十一月十一,我在何地,晴天,陰天,雨天,今日入紙請假嘅勇士，應該已經獲得HR批准！恭喜！,FALSE
丁未羊年,9,December,2027,Thursday,星期四,十一月十二,我在何地,晴天,陰天,雨天,今日宜：飲杯熱朱古力暖身。忌：同老細講我仲想放假。,FALSE
丁未羊年,10,December,2027,Friday,星期五,十一月十三,我在何地,晴天,陰天,雨天,聽日就係Happy Friday，今晚可以放肆一下。,FALSE
丁未羊年,11,December,2027,Saturday,星期六,十一月十四,我在何地,晴天,陰天,雨天,本週最後一個工作天，完成手頭工作準備過週末。距離聖誕節仲有14日！,ture
丁未羊年,12,December,2027,Sunday,星期日,十一月十五,我在何地,晴天,陰天,雨天,週末，約埋屋企人去食團年飯（冬至預演）。,ture
丁未羊年,13,December,2027,Monday,星期一,十一月十六,我在何地,晴天,陰天,雨天,放鬆心情，迎接新一週。今個星期返工就係聖誕前哨戰！,FALSE
丁未羊年,14,December,2027,Tuesday,星期二,十一月十七,我在何地,晴天,陰天,雨天,今個星期返工嘅唯一目標：交帶好手頭工作！距離聖誕節仲剩11日！,FALSE
丁未羊年,15,December,2027,Wednesday,星期三,十一月十八,我在何地,晴天,陰天,雨天,距離聖誕假期仲剩10日，倒數開始！,FALSE
丁未羊年,16,December,2027,Thursday,星期四,十一月十九,我在何地,晴天,陰天,雨天,今日宜：準時收工。忌：OT。,FALSE
丁未羊年,17,December,2027,Friday,星期五,十一月二十,我在何地,晴天,陰天,雨天,本週最後一個工作天，下星期就係聖誕連假啦！,FALSE
丁未羊年,18,December,2027,Saturday,星期六,十一月廿一,我在何地,晴天,陰天,雨天,週末，最後一個週末準備日，執好行李準備飛！,ture
丁未羊年,19,December,2027,Sunday,星期日,十一月廿二,我在何地,晴天,陰天,雨天,放鬆心情，迎接聖誕週。記得裝Out of Office！,ture
丁未羊年,20,December,2027,Monday,星期一,十一月廿三,我在何地,晴天,陰天,雨天,星期一，今個星期返工嘅唯一目標：交帶好手頭工作！,FALSE
丁未羊年,21,December,2027,Tuesday,星期二,十一月廿四,我在何地,晴天,陰天,雨天,老細問起進度，統一回答：放完假返嚟先處理！,FALSE
丁未羊年,22,December,2027,Wednesday,星期三,十一月廿五，冬至,我在何地,晴天,陰天,雨天,十一月廿四，冬至：雖然唔係紅日，但記得早啲收工返屋企食湯圓,FALSE
丁未羊年,23,December,2027,Thursday,星期四,十一月廿六,我在何地,晴天,陰天,雨天,今日收工就係聖誕跨年「請4放9」嘅大日子！大解放！,FALSE
丁未羊年,24,December,2027,Friday,星期五,十一月廿七,我在何地,晴天,陰天,雨天,平安夜：祝各位打工仔今晚玩得開心，聽日瞓到自然醒！,FALSE
丁未羊年,25,December,2027,Saturday,星期六,十一月廿八，聖誕,我在何地,晴天,陰天,雨天,十一月廿七，公眾假期：聖誕節快樂！Merry Christmas！遠離公司，享受生活！,ture
丁未羊年,26,December,2027,Sunday,星期日,十一月廿九，聖誕翌日,我在何地,晴天,陰天,雨天,節禮日：聖誕週末連放，暫時忘記工作煩惱。,ture
丁未羊年,27,December,2027,Monday,星期一,十一月三十，聖誕補假,我在何地,晴天,陰天,雨天,公眾假期：聖誕節翌日補假，假期最後一日，今晚早啲瞓。,ture
丁未羊年,28,December,2027,Tuesday,星期二,臘月初一,我在何地,晴天,陰天,雨天,請假Day 1：聖誕新年大連假，請勿打擾。,FALSE
丁未羊年,29,December,2027,Wednesday,星期三,臘月初二,我在何地,晴天,陰天,雨天,請假Day 2：繼續Happy，盡情享受假期！,FALSE
丁未羊年,30,December,2027,Thursday,星期四,臘月初三,我在何地,晴天,陰天,雨天,請假Day 3：2027年倒數前夕，今晚去邊度玩,FALSE
丁未羊年,31,December,2027,Friday,星期五,臘月初四,我在何地,晴天,陰天,雨天,請假Day 4：除夕，2027完美收爐！祝大家出年加薪不加班,FALSE
戊申猴年,1,January,2028,Saturday,星期六,臘月初五，元旦,我在何地,晴天,陰天,雨天,公眾假期：2028新年快樂！元旦連假把握時間好好放鬆,ture
戊申猴年,2,January,2028,Sunday,星期日,臘月初六,我在何地,晴天,陰天,雨天,週末，假期最後一日，今晚早啲瞓準備返工。,ture
